logfeh,logdust,logSFH0,logSFH1,logSFH2,dmod,logl
-1.0539e+00,-1.5533e+00,1.9251e+00,2.3923e+00,2.9774e+00,3.1013e+01,-1.3082e+03
-1.1837e+00,-1.5195e+00,9.8711e-01,1.9133e+00,3.1612e+00,3.1128e+01,-1.3189e+03
-1.0391e+00,-1.6954e+00,1.5687e+00,1.0785e+00,3.1464e+00,3.1043e+01,-1.3161e+03
-1.0483e+00,-1.5003e+00,1.2529e+00,3.0249e+00,1.3618e+00,3.1088e+01,-1.3128e+03
-1.0380e+00,-1.6727e+00,1.7917e+00,2.2578e+00,3.0837e+00,3.1104e+01,-1.3185e+03
-1.0008e+00,-1.5779e+00,1.2450e+00,2.9694e+00,2.3194e+00,3.1085e+01,-1.3155e+03
-1.0614e+00,-1.6392e+00,6.1819e-01,1.2330e+00,3.1572e+00,3.1021e+01,-1.3125e+03
-1.1270e+00,-1.5833e+00,9.4119e-01,2.1700e+00,3.1173e+00,3.1082e+01,-1.3118e+03
-1.0106e+00,-1.5272e+00,4.3898e-01,2.7414e+00,2.9545e+00,3.1160e+01,-1.3131e+03
-1.0086e+00,-1.5122e+00,3.4511e-01,2.5261e+00,3.0450e+00,3.1082e+01,-1.3173e+03
-1.0281e+00,-1.6177e+00,8.0326e-01,2.7368e+00,2.8890e+00,3.1084e+01,-1.3186e+03
-1.0389e+00,-1.5628e+00,1.0794e+00,2.8352e+00,2.7351e+00,3.1049e+01,-1.3172e+03
-1.0317e+00,-1.8967e+00,1.1116e+00,2.5541e+00,2.9973e+00,3.1089e+01,-1.3117e+03
-1.0158e+00,-1.5279e+00,1.4319e+00,3.0439e+00,1.2613e+00,3.1128e+01,-1.3192e+03
-1.1709e+00,-1.8789e+00,3.9339e-01,1.7559e+00,3.1841e+00,3.1166e+01,-1.3185e+03
-1.0951e+00,-1.5943e+00,7.3586e-01,2.7651e+00,2.9661e+00,3.1227e+01,-1.3182e+03
-1.0359e+00,-1.6047e+00,1.3526e+00,2.6304e+00,2.9542e+00,3.1085e+01,-1.3176e+03
-1.0104e+00,-1.6946e+00,1.3121e+00,2.8353e+00,2.8215e+00,3.1177e+01,-1.3132e+03
-1.0290e+00,-1.8900e+00,1.0785e+00,2.2999e+00,3.0688e+00,3.1035e+01,-1.3171e+03
-1.0643e+00,-1.6127e+00,6.5667e-01,2.5067e+00,3.0725e+00,3.1150e+01,-1.3176e+03
-1.0547e+00,-1.6047e+00,1.1732e+00,2.4557e+00,3.0240e+00,3.1043e+01,-1.3192e+03
-1.0154e+00,-1.5375e+00,9.5178e-01,3.0511e+00,1.4325e+00,3.1143e+01,-1.3181e+03
-1.0114e+00,-1.5661e+00,1.8970e-01,2.5935e+00,3.0171e+00,3.1109e+01,-1.3137e+03
-1.0465e+00,-1.5987e+00,1.6596e+00,3.0175e+00,1.8532e+00,3.1151e+01,-1.3168e+03
-1.1186e+00,-1.6029e+00,1.8329e+00,1.6309e+00,3.1144e+00,3.1055e+01,-1.3166e+03
-1.0118e+00,-1.5032e+00,9.9823e-01,2.9796e+00,2.1074e+00,3.1033e+01,-1.3138e+03
-1.1042e+00,-1.7159e+00,1.9923e+00,2.1213e+00,3.0436e+00,3.1070e+01,-1.3184e+03
-1.0366e+00,-1.7453e+00,4.5033e-01,2.5168e+00,2.9589e+00,3.0959e+01,-1.3172e+03
-1.0368e+00,-1.5283e+00,4.4972e-01,3.0151e+00,1.0289e+00,3.1024e+01,-1.3113e+03
-1.0024e+00,-1.5403e+00,3.8299e-01,2.3816e+00,3.0865e+00,3.1073e+01,-1.3187e+03
-1.0223e+00,-1.5771e+00,9.6134e-01,2.8029e+00,2.8353e+00,3.1106e+01,-1.3189e+03
-1.0283e+00,-1.5659e+00,1.7423e+00,2.7800e+00,2.8431e+00,3.1157e+01,-1.3164e+03
-1.0096e+00,-1.6293e+00,1.2420e+00,3.0173e+00,1.1980e+00,3.1084e+01,-1.3167e+03
-1.0727e+00,-1.7034e+00,1.0983e+00,2.5763e+00,3.0371e+00,3.1167e+01,-1.3191e+03
-1.0394e+00,-1.5485e+00,9.9604e-01,2.3927e+00,3.1009e+00,3.1113e+01,-1.3187e+03
-1.1805e+00,-1.5081e+00,3.8231e-01,1.9324e+00,3.1357e+00,3.1051e+01,-1.3190e+03
-1.0956e+00,-1.5783e+00,2.3140e+00,2.0084e+00,3.0004e+00,3.1109e+01,-1.3189e+03
-1.0333e+00,-1.5061e+00,6.8441e-01,2.8028e+00,2.7664e+00,3.1022e+01,-1.3189e+03
-1.0406e+00,-1.6202e+00,6.1358e-01,2.7870e+00,2.8403e+00,3.1097e+01,-1.3185e+03
-1.0201e+00,-1.6420e+00,1.1899e+00,2.7881e+00,2.7415e+00,3.1020e+01,-1.3169e+03
-1.0145e+00,-1.5576e+00,1.3303e+00,3.0019e+00,1.1435e+00,3.1046e+01,-1.3180e+03
-1.0623e+00,-1.5653e+00,8.1828e-01,1.5881e+00,3.1480e+00,3.1028e+01,-1.3175e+03
-1.0030e+00,-1.7643e+00,1.9040e+00,2.0678e+00,3.0673e+00,3.1051e+01,-1.3181e+03
-1.1017e+00,-1.5547e+00,5.5427e-01,2.4576e+00,3.0926e+00,3.1160e+01,-1.3179e+03
-1.1943e+00,-1.5428e+00,1.0487e+00,1.7825e+00,3.1668e+00,3.1125e+01,-1.3176e+03
-1.0365e+00,-1.6594e+00,1.3232e+00,2.7595e+00,2.8477e+00,3.1083e+01,-1.3108e+03
-1.0367e+00,-1.6268e+00,1.0231e+00,2.7274e+00,2.8400e+00,3.1016e+01,-1.3155e+03
-1.1989e+00,-1.5274e+00,1.4737e+00,1.6797e+00,3.1547e+00,3.1107e+01,-1.3184e+03
-1.0276e+00,-1.5129e+00,1.6349e+00,2.4130e+00,3.0570e+00,3.1097e+01,-1.3186e+03
-1.0448e+00,-1.9908e+00,4.2910e-01,1.5326e+00,3.1847e+00,3.1126e+01,-1.3166e+03
-1.0720e+00,-1.5988e+00,1.6450e+00,2.3840e+00,3.0573e+00,3.1099e+01,-1.3180e+03
-1.0373e+00,-1.5789e+00,1.1306e+00,3.0300e+00,1.7243e+00,3.1113e+01,-1.3127e+03
-1.0488e+00,-1.6303e+00,4.9815e-01,2.5952e+00,3.0126e+00,3.1101e+01,-1.3164e+03
-1.0377e+00,-1.5636e+00,1.2494e+00,3.0455e+00,1.3595e+00,3.1135e+01,-1.3181e+03
-1.0137e+00,-1.7924e+00,1.1493e+00,2.8021e+00,2.7703e+00,3.1080e+01,-1.3192e+03
-1.0403e+00,-1.7051e+00,1.2789e+00,2.7548e+00,2.8630e+00,3.1106e+01,-1.3120e+03
-1.1351e+00,-1.6872e+00,4.4177e-01,2.3831e+00,3.1275e+00,3.1191e+01,-1.3191e+03
-1.1267e+00,-1.7429e+00,1.8949e+00,1.8624e+00,3.1455e+00,3.1187e+01,-1.3189e+03
-1.0296e+00,-1.5518e+00,2.3629e-01,3.0215e+00,1.6403e+00,3.1070e+01,-1.3183e+03
-1.0953e+00,-1.5458e+00,2.7130e-01,2.1774e+00,3.1804e+00,3.1204e+01,-1.3185e+03
-1.0536e+00,-1.6640e+00,2.0946e+00,2.0549e+00,3.0901e+00,3.1142e+01,-1.3184e+03
-1.0089e+00,-1.9323e+00,1.1633e+00,2.9936e+00,1.8524e+00,3.1068e+01,-1.3168e+03
-1.0623e+00,-1.5571e+00,6.7797e-01,2.6567e+00,2.9630e+00,3.1093e+01,-1.3147e+03
-1.0222e+00,-1.5136e+00,1.5350e+00,3.0248e+00,1.2844e+00,3.1104e+01,-1.3191e+03
-1.0032e+00,-1.5668e+00,8.3618e-01,3.0087e+00,2.0743e+00,3.1097e+01,-1.3131e+03
-1.0328e+00,-1.7996e+00,1.2622e+00,1.0540e+00,3.2118e+00,3.1168e+01,-1.3124e+03
-1.0243e+00,-1.6591e+00,1.1862e+00,2.7840e+00,2.8299e+00,3.1102e+01,-1.3166e+03
-1.1422e+00,-1.6744e+00,8.3377e-01,2.1121e+00,3.1049e+00,3.1050e+01,-1.3164e+03
-1.2007e+00,-1.5791e+00,1.3982e+00,2.4408e+00,3.0604e+00,3.1149e+01,-1.3188e+03
-1.1017e+00,-1.8718e+00,1.2402e+00,2.2177e+00,3.1188e+00,3.1126e+01,-1.3192e+03
-1.0204e+00,-1.6544e+00,6.0313e-01,3.0152e+00,1.7268e+00,3.1074e+01,-1.3172e+03
-1.0322e+00,-1.6064e+00,3.7019e-01,3.0220e+00,1.9567e+00,3.1108e+01,-1.3163e+03
-1.0931e+00,-1.6624e+00,8.7429e-01,1.3128e+00,3.1556e+00,3.1038e+01,-1.3168e+03
-1.1120e+00,-1.5929e+00,1.1258e+00,2.8030e+00,2.7920e+00,3.1096e+01,-1.3159e+03
-1.1069e+00,-1.5041e+00,1.2812e+00,2.7810e+00,2.9303e+00,3.1207e+01,-1.3181e+03
-1.0890e+00,-1.8420e+00,1.2128e+00,2.6827e+00,2.9075e+00,3.1098e+01,-1.3173e+03
-1.0104e+00,-1.6469e+00,1.0499e+00,2.9033e+00,2.7397e+00,3.1186e+01,-1.3165e+03
-1.0244e+00,-1.5701e+00,2.5484e-03,3.0224e+00,2.0137e+00,3.1104e+01,-1.3192e+03
-1.0333e+00,-1.6505e+00,1.3170e+00,3.0192e+00,1.5763e+00,3.1109e+01,-1.3192e+03
-1.0500e+00,-1.5449e+00,1.1795e+00,3.0027e+00,2.0559e+00,3.1087e+01,-1.3170e+03
-1.0089e+00,-1.5928e+00,5.3136e-01,2.7513e+00,2.8710e+00,3.1083e+01,-1.3160e+03
-1.0793e+00,-1.7053e+00,7.2453e-01,2.2175e+00,3.0714e+00,3.1006e+01,-1.3128e+03
-1.0376e+00,-1.6200e+00,1.4965e+00,2.0378e+00,3.1136e+00,3.1061e+01,-1.3184e+03
-1.0134e+00,-1.7831e+00,1.3461e+00,2.8074e+00,2.7471e+00,3.1073e+01,-1.3134e+03
-1.0080e+00,-1.5555e+00,7.5226e-01,2.6874e+00,2.9765e+00,3.1133e+01,-1.3169e+03
-1.0069e+00,-1.7144e+00,1.4333e+00,1.7305e+00,3.1474e+00,3.1068e+01,-1.3192e+03
-1.1222e+00,-1.5555e+00,1.6619e+00,1.8329e+00,3.1438e+00,3.1115e+01,-1.3171e+03
-1.0421e+00,-1.8021e+00,1.2916e+00,1.7099e+00,3.1757e+00,3.1116e+01,-1.3160e+03
-1.0236e+00,-1.5587e+00,2.0322e+00,1.5068e+00,3.1140e+00,3.1085e+01,-1.3152e+03
-1.1147e+00,-1.5460e+00,3.2800e-01,2.7371e+00,2.8819e+00,3.1094e+01,-1.3134e+03
-1.0929e+00,-1.5345e+00,4.6423e-01,2.6068e+00,2.9809e+00,3.1076e+01,-1.3184e+03
-1.0357e+00,-1.5367e+00,1.5036e+00,2.7651e+00,2.7825e+00,3.1021e+01,-1.3186e+03
-1.0182e+00,-1.6027e+00,8.4300e-01,2.9447e+00,2.5803e+00,3.1142e+01,-1.3180e+03
-1.0865e+00,-1.8123e+00,1.1574e+00,1.6014e+00,3.1448e+00,3.1067e+01,-1.3188e+03
-1.0035e+00,-1.5321e+00,1.1244e+00,2.8508e+00,2.6505e+00,3.1006e+01,-1.3180e+03
-1.1440e+00,-1.5232e+00,1.4192e+00,1.8607e+00,3.1660e+00,3.1138e+01,-1.3144e+03
-1.0074e+00,-1.5217e+00,4.7231e-02,3.0143e+00,1.5558e+00,3.1034e+01,-1.3190e+03
-1.1017e+00,-1.6762e+00,1.8061e+00,1.4590e+00,3.1447e+00,3.1116e+01,-1.3190e+03
-1.0006e+00,-1.5422e+00,2.1419e+00,1.2967e+00,3.0871e+00,3.1055e+01,-1.3084e+03
-1.0058e+00,-1.8925e+00,7.7898e-01,3.0210e+00,1.8206e+00,3.1128e+01,-1.3189e+03
-1.0752e+00,-1.7527e+00,1.2841e+00,1.1538e+00,3.1535e+00,3.1048e+01,-1.3161e+03
-1.1119e+00,-1.5699e+00,1.5496e+00,1.1381e+00,3.1842e+00,3.1134e+01,-1.3150e+03
-1.0091e+00,-1.5633e+00,1.4026e+00,1.0359e+00,3.1543e+00,3.1016e+01,-1.3183e+03
-1.0747e+00,-1.5238e+00,7.8487e-02,1.6500e+00,3.1798e+00,3.1098e+01,-1.3159e+03
-1.0328e+00,-1.5103e+00,9.4110e-01,2.8375e+00,2.7538e+00,3.1068e+01,-1.3161e+03
-1.2067e+00,-1.5129e+00,1.0353e+00,1.8184e+00,3.1584e+00,3.1102e+01,-1.3184e+03
-1.0419e+00,-1.8785e+00,1.4395e+00,2.4519e+00,3.0114e+00,3.1055e+01,-1.3179e+03
-1.0694e+00,-1.5365e+00,1.2637e+00,2.3530e+00,3.0655e+00,3.1055e+01,-1.3181e+03
-1.1101e+00,-1.5089e+00,8.4617e-01,2.0670e+00,3.1359e+00,3.1074e+01,-1.3186e+03
-1.1095e+00,-1.5711e+00,1.8579e+00,2.1050e+00,3.0798e+00,3.1073e+01,-1.3191e+03
-1.0438e+00,-1.5853e+00,4.0104e-01,3.0830e+00,1.2084e+00,3.1215e+01,-1.3191e+03
-1.0739e+00,-1.9178e+00,1.1912e-02,1.8598e+00,3.1607e+00,3.1105e+01,-1.3189e+03
-1.0391e+00,-1.6017e+00,5.2181e-01,2.3776e+00,3.0774e+00,3.1076e+01,-1.3169e+03
-1.0389e+00,-1.6477e+00,1.3501e+00,2.4743e+00,3.0242e+00,3.1061e+01,-1.3146e+03
-1.1287e+00,-1.5615e+00,9.4744e-01,1.6578e+00,3.1614e+00,3.1065e+01,-1.3191e+03
-1.0414e+00,-1.7125e+00,1.8728e+00,1.5068e+00,3.0799e+00,3.0968e+01,-1.3191e+03
-1.2030e+00,-1.5835e+00,1.4876e+00,1.7026e+00,3.1500e+00,3.1114e+01,-1.3140e+03
-1.1340e+00,-1.7292e+00,8.9404e-01,2.2380e+00,3.1094e+00,3.1107e+01,-1.3191e+03
-1.0184e+00,-1.8599e+00,9.4477e-01,1.9888e+00,3.1440e+00,3.1077e+01,-1.3161e+03
-1.0448e+00,-1.8675e+00,1.2351e+00,2.3142e+00,3.1300e+00,3.1171e+01,-1.3133e+03
-1.0545e+00,-1.5275e+00,8.8486e-01,2.7504e+00,2.8322e+00,3.1034e+01,-1.3150e+03
-1.0492e+00,-1.5810e+00,7.1525e-01,1.6898e+00,3.1614e+00,3.1055e+01,-1.3157e+03
-1.0241e+00,-1.5486e+00,1.3067e+00,3.0194e+00,1.9352e+00,3.1123e+01,-1.3127e+03
-1.1542e+00,-1.5567e+00,1.5437e+00,2.4302e+00,3.0670e+00,3.1143e+01,-1.3178e+03
-1.0899e+00,-1.5425e+00,9.0553e-01,2.1810e+00,3.1208e+00,3.1094e+01,-1.3157e+03
-1.0650e+00,-1.5011e+00,2.0364e+00,2.0011e+00,3.0948e+00,3.1111e+01,-1.3127e+03
-1.0372e+00,-1.7969e+00,7.2816e-01,2.6514e+00,2.9883e+00,3.1149e+01,-1.3133e+03
-1.0011e+00,-1.5123e+00,9.5865e-01,2.7274e+00,2.8500e+00,3.1019e+01,-1.3164e+03
-1.0397e+00,-1.6083e+00,1.4320e+00,2.8095e+00,2.8408e+00,3.1169e+01,-1.3169e+03
-1.0408e+00,-1.7496e+00,1.4374e+00,1.5327e+00,3.1866e+00,3.1156e+01,-1.3142e+03
-1.1029e+00,-1.9701e+00,3.9443e-01,1.7530e+00,3.1440e+00,3.1071e+01,-1.3187e+03
-1.0340e+00,-1.9284e+00,1.1886e+00,2.5280e+00,2.9858e+00,3.1050e+01,-1.3169e+03
-1.1096e+00,-1.9391e+00,5.5382e-01,2.4204e+00,3.0828e+00,3.1152e+01,-1.3158e+03
-1.0419e+00,-1.6729e+00,9.3784e-01,2.5698e+00,3.0480e+00,3.1152e+01,-1.3187e+03
-1.0924e+00,-1.7134e+00,6.5237e-01,2.4790e+00,3.0203e+00,3.1054e+01,-1.3168e+03
-1.0716e+00,-1.5569e+00,5.8893e-01,3.0513e+00,1.6063e+00,3.1163e+01,-1.3173e+03
-1.0181e+00,-1.6065e+00,1.4049e+00,2.5863e+00,2.9313e+00,3.0999e+01,-1.3153e+03
-1.0102e+00,-1.5593e+00,1.4422e+00,2.6892e+00,2.9463e+00,3.1132e+01,-1.3173e+03
-1.1083e+00,-1.5496e+00,3.4984e-01,2.7917e+00,2.8121e+00,3.1086e+01,-1.3176e+03
-1.0853e+00,-1.8177e+00,8.2271e-01,1.5396e+00,3.1491e+00,3.1040e+01,-1.3167e+03
-1.0245e+00,-1.6042e+00,1.6314e-01,1.3266e+00,3.1207e+00,3.0918e+01,-1.3076e+03
-1.0520e+00,-1.5183e+00,1.8950e+00,2.6748e+00,2.8659e+00,3.1076e+01,-1.3179e+03
-1.0800e+00,-1.5780e+00,1.4400e+00,1.3496e+00,3.1741e+00,3.1098e+01,-1.3172e+03
-1.0411e+00,-1.5263e+00,1.4051e+00,2.9156e+00,2.5605e+00,3.1091e+01,-1.3143e+03
-1.0370e+00,-1.5979e+00,5.9502e-01,2.7252e+00,2.8402e+00,3.1016e+01,-1.3156e+03
-1.0380e+00,-1.6166e+00,1.9848e+00,2.0789e+00,3.1013e+00,3.1131e+01,-1.3182e+03
-1.0002e+00,-1.6984e+00,1.7014e+00,1.9315e+00,3.1109e+00,3.1050e+01,-1.3187e+03
-1.0076e+00,-1.5434e+00,1.9346e+00,2.6163e+00,2.9127e+00,3.1085e+01,-1.3191e+03
-1.0231e+00,-1.8044e+00,1.0567e+00,3.0256e+00,1.3291e+00,3.1112e+01,-1.3179e+03
-1.1051e+00,-1.6092e+00,1.1260e-03,1.7639e+00,3.1759e+00,3.1118e+01,-1.3127e+03
-1.0673e+00,-1.6278e+00,8.7336e-01,2.9060e+00,2.7393e+00,3.1196e+01,-1.3162e+03
-1.0470e+00,-1.6403e+00,1.0757e+00,2.7914e+00,2.7635e+00,3.1020e+01,-1.3190e+03
-1.0791e+00,-1.5431e+00,3.3183e-01,2.5034e+00,3.0559e+00,3.1101e+01,-1.3171e+03
-1.0285e+00,-1.8380e+00,7.0928e-01,1.1767e+00,3.1490e+00,3.1012e+01,-1.3174e+03
-1.1603e+00,-1.6034e+00,1.2282e+00,2.0690e+00,3.1666e+00,3.1176e+01,-1.3149e+03
-1.0595e+00,-1.7274e+00,5.0478e-01,2.5475e+00,3.0104e+00,3.1086e+01,-1.3165e+03
-1.1114e+00,-1.5693e+00,5.2441e-01,2.3783e+00,3.1117e+00,3.1140e+01,-1.3104e+03
-1.0230e+00,-1.6058e+00,1.5667e-01,1.6473e+00,3.1577e+00,3.1037e+01,-1.3185e+03
-1.0400e+00,-1.6734e+00,1.5761e+00,2.8620e+00,2.6824e+00,3.1125e+01,-1.3160e+03
-1.0505e+00,-1.8339e+00,7.0362e-01,1.4445e+00,3.1901e+00,3.1129e+01,-1.3160e+03
-1.0387e+00,-1.5268e+00,2.9053e-01,3.0116e+00,1.0106e+00,3.1022e+01,-1.3180e+03
-1.0781e+00,-1.7062e+00,2.4488e-01,1.5413e+00,3.1369e+00,3.1001e+01,-1.3174e+03
-1.0384e+00,-1.5044e+00,1.9058e+00,2.3393e+00,3.0434e+00,3.1079e+01,-1.3158e+03
-1.0230e+00,-1.5532e+00,5.7522e-01,2.8967e+00,2.7815e+00,3.1187e+01,-1.3174e+03
-1.0826e+00,-1.5494e+00,1.1654e+00,2.7474e+00,2.8569e+00,3.1086e+01,-1.3191e+03
-1.1094e+00,-1.5350e+00,1.2579e+00,1.9790e+00,3.1264e+00,3.1050e+01,-1.3187e+03
-1.0268e+00,-1.6981e+00,1.5105e+00,1.7730e+00,3.1221e+00,3.1026e+01,-1.3135e+03
