niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,3.3223e-01,-1.0000e+04,-1.0006e+04,-3.3278e-03,-1.0006e+04,2.0639e-01,6.4003e+00,inf,7.0039e+02,-3.5636e-01,-5.6684e-01,3.1886e+00,6.3043e+00,3.1680e+01
2.0000e+00,1.0000e+00,6.6225e-01,-1.0000e+04,-1.0006e+04,-6.6556e-03,-1.0005e+04,1.8788e-01,5.3039e+00,9.9458e+03,7.0251e+02,-3.8229e-01,-3.3639e-01,1.1683e+00,1.8657e-01,2.8921e+01
3.0000e+00,1.0000e+00,9.9010e-01,-1.0000e+04,-1.0006e+04,-9.9834e-03,-1.0005e+04,1.7864e-01,4.7948e+00,9.9447e+03,7.0437e+02,-1.0495e-01,-5.5541e-01,5.4076e+00,5.1650e+00,2.7136e+01
4.0000e+00,1.0000e+00,1.3158e+00,-1.0000e+04,-1.0006e+04,-1.3311e-02,-1.0004e+04,1.7229e-01,4.4600e+00,9.9442e+03,7.0645e+02,2.1393e-02,-1.7302e-01,4.7570e+00,2.1783e+00,3.0045e+01
5.0000e+00,1.0000e+00,1.6393e+00,-1.0000e+04,-1.0006e+04,-1.6639e-02,-1.0004e+04,1.6740e-01,4.2104e+00,9.9439e+03,7.0847e+02,-4.0686e-01,-5.8691e-01,4.4666e+00,7.1451e-01,2.9424e+01
6.0000e+00,1.0000e+00,1.9608e+00,-1.0000e+04,-1.0006e+04,-1.9967e-02,-1.0004e+04,1.6340e-01,4.0114e+00,9.9436e+03,7.1062e+02,-1.1488e-01,-2.8940e-01,1.4948e+00,3.8330e+00,3.0404e+01
7.0000e+00,1.0000e+00,2.2801e+00,-1.0000e+04,-1.0006e+04,-2.3295e-02,-1.0004e+04,1.5999e-01,3.8460e+00,9.9434e+03,7.1248e+02,-9.8012e-02,-1.2236e+00,3.9339e+00,6.3087e+00,3.2988e+01
8.0000e+00,1.0000e+00,2.5974e+00,-1.0000e+04,-1.0006e+04,-2.6622e-02,-1.0004e+04,1.5702e-01,3.7046e+00,9.9432e+03,7.1438e+02,-4.6045e-01,-1.4360e+00,3.6447e+00,4.8667e+00,2.7494e+01
9.0000e+00,1.0000e+00,2.9126e+00,-1.0000e+04,-1.0006e+04,-2.9950e-02,-1.0004e+04,1.5438e-01,3.5811e+00,9.9431e+03,7.1624e+02,3.2362e-02,-1.3258e+00,1.9865e+00,6.2564e+00,2.9735e+01
1.0000e+01,1.0000e+00,3.2258e+00,-1.0000e+04,-1.0006e+04,-3.3278e-02,-1.0003e+04,1.5200e-01,3.4715e+00,9.9430e+03,7.1851e+02,-2.6836e-01,-9.4849e-01,4.8165e+00,1.5255e+00,2.7826e+01
1.1000e+01,1.0000e+00,3.5370e+00,-1.0000e+04,-1.0006e+04,-3.6606e-02,-1.0003e+04,1.4983e-01,3.3731e+00,9.9429e+03,7.2056e+02,-1.2435e-01,-1.4776e+00,2.7365e+00,2.7681e+00,3.0028e+01
1.2000e+01,1.0000e+00,3.8462e+00,-1.0000e+04,-1.0006e+04,-3.9933e-02,-1.0003e+04,1.4784e-01,3.2838e+00,9.9428e+03,7.2266e+02,-1.3072e-01,-9.7456e-01,2.0119e+00,1.3636e+00,3.0366e+01
1.3000e+01,1.0000e+00,4.1534e+00,-1.0000e+04,-1.0006e+04,-4.3261e-02,-1.0003e+04,1.4599e-01,3.2021e+00,9.9427e+03,7.2474e+02,-1.6537e-01,-2.1705e-01,5.5559e+00,7.0249e+00,3.2793e+01
1.4000e+01,1.0000e+00,4.4586e+00,-1.0000e+04,-1.0006e+04,-4.6589e-02,-1.0003e+04,1.4426e-01,3.1268e+00,9.9426e+03,7.2677e+02,-3.4827e-01,-4.1044e-01,3.8566e+00,4.7130e+00,2.9740e+01
1.5000e+01,1.0000e+00,4.7619e+00,-1.0000e+04,-1.0006e+04,-4.9917e-02,-1.0003e+04,1.4264e-01,3.0570e+00,9.9425e+03,7.2880e+02,-6.3417e-02,-1.3984e+00,1.0298e+00,3.7973e+00,3.1741e+01
1.6000e+01,1.0000e+00,5.0633e+00,-1.0000e+04,-1.0006e+04,-5.3245e-02,-1.0003e+04,1.4111e-01,2.9919e+00,9.9424e+03,7.3061e+02,1.9221e-01,-4.1964e-01,1.6297e+00,5.7808e+00,3.0693e+01
1.7000e+01,1.0000e+00,5.3628e+00,-1.0000e+04,-1.0006e+04,-5.6572e-02,-1.0003e+04,1.3967e-01,2.9311e+00,9.9424e+03,7.3245e+02,-2.0996e-01,-3.2218e-01,1.5067e+00,3.2832e+00,3.1454e+01
1.8000e+01,1.0000e+00,5.6604e+00,-1.0000e+04,-1.0006e+04,-5.9900e-02,-1.0003e+04,1.3830e-01,2.8739e+00,9.9423e+03,7.3449e+02,-4.9067e-01,-1.0773e-01,3.3011e+00,6.5004e-01,3.2460e+01
1.9000e+01,1.0000e+00,5.9561e+00,-1.0000e+04,-1.0006e+04,-6.3228e-02,-1.0003e+04,1.3700e-01,2.8199e+00,9.9422e+03,7.3640e+02,-4.0752e-01,-1.5783e-01,2.0253e+00,7.4627e+00,2.9988e+01
2.0000e+01,1.0000e+00,6.2500e+00,-1.0000e+04,-1.0006e+04,-6.6556e-02,-1.0003e+04,1.3575e-01,2.7689e+00,9.9422e+03,7.3829e+02,-2.3000e-01,-1.2587e+00,4.6319e+00,6.6987e+00,2.8913e+01
2.1000e+01,1.0000e+00,6.5421e+00,-1.0000e+04,-1.0006e+04,-6.9884e-02,-1.0003e+04,1.3456e-01,2.7206e+00,9.9421e+03,7.4176e+02,2.3355e-01,-7.9093e-01,3.8307e+00,1.2588e+00,2.7598e+01
2.2000e+01,1.0000e+00,6.8323e+00,-1.0000e+04,-1.0006e+04,-7.3211e-02,-1.0003e+04,1.3342e-01,2.6746e+00,9.9421e+03,7.4379e+02,-4.3511e-01,-3.7048e-01,4.7114e+00,2.5925e+00,3.2072e+01
2.3000e+01,1.0000e+00,7.1207e+00,-1.0000e+04,-1.0006e+04,-7.6539e-02,-1.0003e+04,1.3232e-01,2.6308e+00,9.9420e+03,7.4588e+02,-9.9090e-02,-2.5114e-01,1.9302e+00,2.2800e+00,3.0498e+01
2.4000e+01,1.0000e+00,7.4074e+00,-1.0000e+04,-1.0006e+04,-7.9867e-02,-1.0003e+04,1.3127e-01,2.5889e+00,9.9420e+03,7.4777e+02,1.9746e-01,-1.4141e+00,5.0915e+00,1.4005e+00,2.9638e+01
2.5000e+01,1.0000e+00,7.6923e+00,-1.0000e+04,-1.0006e+04,-8.3195e-02,-1.0003e+04,1.3025e-01,2.5489e+00,9.9419e+03,7.4984e+02,-2.2511e-01,-1.4013e+00,4.9390e+00,4.1479e+00,2.8061e+01
2.6000e+01,1.0000e+00,7.9755e+00,-1.0000e+04,-1.0006e+04,-8.6523e-02,-1.0003e+04,1.2926e-01,2.5105e+00,9.9419e+03,7.5192e+02,-1.0938e-01,-6.1349e-01,3.2227e+00,1.2298e+00,3.2768e+01
2.7000e+01,1.0000e+00,8.2569e+00,-1.0000e+04,-1.0006e+04,-8.9850e-02,-1.0002e+04,1.2831e-01,2.4737e+00,9.9418e+03,7.5374e+02,-1.8667e-01,-1.3050e+00,4.2550e+00,4.7445e+00,2.8528e+01
2.8000e+01,1.0000e+00,8.5366e+00,-1.0000e+04,-1.0006e+04,-9.3178e-02,-1.0002e+04,1.2739e-01,2.4383e+00,9.9418e+03,7.5580e+02,-2.8443e-01,-2.9208e-01,1.2810e+00,2.2977e+00,3.2620e+01
2.9000e+01,1.0000e+00,8.8146e+00,-1.0000e+04,-1.0006e+04,-9.6506e-02,-1.0002e+04,1.2650e-01,2.4042e+00,9.9418e+03,7.5766e+02,1.2880e-01,-1.3774e-01,3.9731e+00,6.2107e+00,2.9065e+01
3.0000e+01,1.0000e+00,9.0909e+00,-1.0000e+04,-1.0006e+04,-9.9834e-02,-1.0002e+04,1.2563e-01,2.3714e+00,9.9417e+03,7.5980e+02,-2.1210e-01,-9.3309e-01,3.1298e+00,5.6845e+00,2.8465e+01
3.1000e+01,1.0000e+00,9.3656e+00,-1.0000e+04,-1.0006e+04,-1.0316e-01,-1.0002e+04,1.2479e-01,2.3397e+00,9.9417e+03,7.6183e+02,-3.6666e-01,-1.1753e+00,4.6220e+00,5.0887e+00,3.1767e+01
3.2000e+01,1.0000e+00,9.6386e+00,-1.0000e+04,-1.0006e+04,-1.0649e-01,-1.0002e+04,1.2397e-01,2.3091e+00,9.9417e+03,7.6388e+02,8.9289e-02,-1.2825e+00,1.4374e+00,2.1284e+00,3.0841e+01
3.3000e+01,1.0000e+00,9.9099e+00,-1.0000e+04,-1.0006e+04,-1.0982e-01,-1.0002e+04,1.2317e-01,2.2794e+00,9.9416e+03,7.6580e+02,-7.2719e-02,-1.6599e-01,5.5907e+00,1.3038e+00,2.7714e+01
3.4000e+01,1.0000e+00,1.0180e+01,-1.0000e+04,-1.0006e+04,-1.1314e-01,-1.0002e+04,1.2239e-01,2.2508e+00,9.9416e+03,7.6769e+02,-4.9246e-01,-1.0802e+00,1.6146e+00,3.7153e+00,2.8130e+01
3.5000e+01,1.0000e+00,1.0448e+01,-1.0000e+04,-1.0006e+04,-1.1647e-01,-1.0002e+04,1.2164e-01,2.2230e+00,9.9416e+03,7.6978e+02,-4.9429e-01,-1.5549e-01,5.9878e+00,6.4674e+00,2.7181e+01
3.6000e+01,1.0000e+00,1.0714e+01,-1.0000e+04,-1.0006e+04,-1.1980e-01,-1.0002e+04,1.2090e-01,2.1961e+00,9.9415e+03,7.7190e+02,-9.8507e-02,-5.8500e-01,5.2571e+00,3.3387e+00,2.8568e+01
3.7000e+01,1.0000e+00,1.0979e+01,-1.0000e+04,-1.0006e+04,-1.2313e-01,-1.0002e+04,1.2017e-01,2.1699e+00,9.9415e+03,7.7898e+02,6.6093e-02,-3.1339e-01,4.9364e+00,7.5875e+00,2.9401e+01
3.8000e+01,1.0000e+00,1.1243e+01,-1.0000e+04,-1.0006e+04,-1.2646e-01,-1.0002e+04,1.1947e-01,2.1445e+00,9.9415e+03,7.8325e+02,-6.3377e-03,-7.1155e-01,3.0907e+00,3.3195e+00,2.9228e+01
3.9000e+01,1.0000e+00,1.1504e+01,-1.0000e+04,-1.0006e+04,-1.2978e-01,-1.0002e+04,1.1878e-01,2.1198e+00,9.9414e+03,7.8532e+02,1.3292e-01,-7.9376e-01,3.9245e+00,1.4092e+00,3.0283e+01
4.0000e+01,1.0000e+00,1.1765e+01,-1.0000e+04,-1.0006e+04,-1.3311e-01,-1.0002e+04,1.1810e-01,2.0958e+00,9.9414e+03,7.8750e+02,-9.5886e-02,-7.3856e-01,4.2154e+00,4.4030e+00,2.8910e+01
4.1000e+01,1.0000e+00,1.2023e+01,-1.0000e+04,-1.0006e+04,-1.3644e-01,-1.0002e+04,1.1744e-01,2.0724e+00,9.9414e+03,7.8952e+02,9.1144e-02,-6.5336e-01,3.0779e+00,2.6907e+00,3.2524e+01
4.2000e+01,1.0000e+00,1.2281e+01,-1.0000e+04,-1.0006e+04,-1.3977e-01,-1.0002e+04,1.1680e-01,2.0497e+00,9.9414e+03,7.9541e+02,1.9785e-01,-1.4840e+00,1.4654e+00,1.1593e+00,3.0764e+01
4.3000e+01,1.0000e+00,1.2536e+01,-1.0000e+04,-1.0006e+04,-1.4309e-01,-1.0002e+04,1.1616e-01,2.0275e+00,9.9413e+03,7.9726e+02,-3.0373e-01,-6.2619e-01,3.7745e+00,1.6827e+00,3.0942e+01
4.4000e+01,1.0000e+00,1.2791e+01,-1.0000e+04,-1.0006e+04,-1.4642e-01,-1.0002e+04,1.1554e-01,2.0058e+00,9.9413e+03,7.9929e+02,2.0741e-01,-9.6485e-01,1.1590e+00,3.8409e+00,2.7405e+01
4.5000e+01,1.0000e+00,1.3043e+01,-1.0000e+04,-1.0006e+04,-1.4975e-01,-1.0002e+04,1.1493e-01,1.9847e+00,9.9413e+03,8.0135e+02,-1.2556e-01,-4.6178e-01,1.3806e+00,1.9157e+00,2.9984e+01
4.6000e+01,1.0000e+00,1.3295e+01,-1.0000e+04,-1.0006e+04,-1.5308e-01,-1.0002e+04,1.1434e-01,1.9641e+00,9.9412e+03,8.0343e+02,-9.2907e-02,-7.5760e-01,5.0064e+00,2.5329e+00,2.7684e+01
4.7000e+01,1.0000e+00,1.3545e+01,-1.0000e+04,-1.0006e+04,-1.5641e-01,-1.0002e+04,1.1375e-01,1.9440e+00,9.9412e+03,8.0549e+02,-7.9789e-02,-3.4634e-01,3.1759e+00,7.5992e-01,3.0592e+01
4.8000e+01,1.0000e+00,1.3793e+01,-1.0000e+04,-1.0006e+04,-1.5973e-01,-1.0002e+04,1.1317e-01,1.9244e+00,9.9412e+03,8.0941e+02,1.3455e-01,-1.2251e+00,5.5648e+00,9.1885e-01,2.7761e+01
4.9000e+01,1.0000e+00,1.4040e+01,-1.0000e+04,-1.0006e+04,-1.6306e-01,-1.0002e+04,1.1261e-01,1.9052e+00,9.9412e+03,8.1149e+02,-4.9694e-01,-3.2312e-01,3.8024e+00,5.3181e+00,3.0131e+01
5.0000e+01,1.0000e+00,1.4286e+01,-1.0000e+04,-1.0006e+04,-1.6639e-01,-1.0002e+04,1.1205e-01,1.8864e+00,9.9412e+03,8.1357e+02,9.6810e-02,-1.1225e+00,3.6524e+00,5.4480e-01,2.7824e+01
5.1000e+01,1.0000e+00,1.4530e+01,-1.0000e+04,-1.0006e+04,-1.6972e-01,-1.0002e+04,1.1150e-01,1.8680e+00,9.9411e+03,8.1546e+02,-3.9351e-01,-5.0435e-01,1.5392e+00,6.0806e+00,2.9726e+01
5.2000e+01,1.0000e+00,1.4773e+01,-1.0000e+04,-1.0006e+04,-1.7305e-01,-1.0002e+04,1.1096e-01,1.8500e+00,9.9411e+03,8.1753e+02,2.0596e-02,-9.6491e-01,4.8401e+00,6.5569e+00,3.2560e+01
5.3000e+01,1.0000e+00,1.5014e+01,-1.0000e+04,-1.0006e+04,-1.7637e-01,-1.0002e+04,1.1043e-01,1.8324e+00,9.9411e+03,8.1954e+02,-3.4472e-01,-5.9857e-01,1.1724e+00,2.4146e+00,2.7254e+01
5.4000e+01,1.0000e+00,1.5254e+01,-1.0000e+04,-1.0006e+04,-1.7970e-01,-1.0002e+04,1.0991e-01,1.8151e+00,9.9411e+03,8.2158e+02,-4.2705e-01,-1.0486e+00,1.3013e+00,4.7071e+00,3.1346e+01
5.5000e+01,1.0000e+00,1.5493e+01,-1.0000e+04,-1.0006e+04,-1.8303e-01,-1.0002e+04,1.0940e-01,1.7982e+00,9.9411e+03,8.2348e+02,6.3076e-02,-4.5285e-01,1.5668e+00,2.3670e+00,2.8573e+01
5.6000e+01,1.0000e+00,1.5730e+01,-1.0000e+04,-1.0006e+04,-1.8636e-01,-1.0002e+04,1.0889e-01,1.7816e+00,9.9410e+03,8.3037e+02,-4.5033e-01,-1.4967e+00,2.3467e+00,3.6711e-01,2.9807e+01
5.7000e+01,1.0000e+00,1.5966e+01,-1.0000e+04,-1.0006e+04,-1.8968e-01,-1.0002e+04,1.0840e-01,1.7654e+00,9.9410e+03,8.3419e+02,-9.4380e-02,-1.1928e+00,2.1440e+00,5.2613e+00,2.7118e+01
5.8000e+01,1.0000e+00,1.6201e+01,-1.0000e+04,-1.0006e+04,-1.9301e-01,-1.0002e+04,1.0791e-01,1.7495e+00,9.9410e+03,8.3629e+02,-2.7544e-01,-7.7938e-01,3.6064e+00,7.6761e+00,3.1564e+01
5.9000e+01,1.0000e+00,1.6435e+01,-1.0000e+04,-1.0006e+04,-1.9634e-01,-1.0002e+04,1.0742e-01,1.7338e+00,9.9410e+03,8.3846e+02,1.0257e-01,-1.0057e+00,2.8839e+00,5.5277e+00,3.1244e+01
